Seq,1:EventCounter,1:Sync,1:Aux,1:Fx,1:Fy,1:Fz,1:Mx,1:My,1:Mz,1:COPx,1:COPy,2:EventCounter,2:Sync,2:Aux,2:Fx,2:Fy,2:Fz,2:Mx,2:My,2:Mz,2:COPx,2:COPy,3:EventCounter,3:Sync,3:Aux,3:Fx,3:Fy,3:Fz,3:Mx,3:My,3:Mz,3:COPx,3:COPy,4:EventCounter,4:Sync,4:Aux,4:Fx,4:Fy,4:Fz,4:Mx,4:My,4:Mz,4:COPx,4:COPy
0.000000,2428662.000000,255.000000,255.000000,-0.614230,6.272400,0.556823,-0.724953,0.405394,0.721828,0.000000,0.000000,2428662.000000,248.000000,255.000000,0.594381,8.996257,0.171554,0.141617,0.204071,-1.002257,0.000000,0.000000,2428662.000000,128.000000,255.000000,3.660616,-32.536507,-2.605122,2.499528,-0.322239,1.807496,0.000000,0.000000,2428662.000000,192.000000,255.000000,-28.212473,-33.562531,943.571594,119.629303,26.253992,1.664038,-0.027824,0.126783
1.000000,2428663.000000,255.000000,255.000000,-1.120335,6.213073,0.775636,-0.660634,0.356455,0.748515,0.000000,0.000000,2428663.000000,248.000000,255.000000,0.378848,9.152171,0.340936,0.238450,0.141776,-1.363118,0.000000,0.000000,2428663.000000,128.000000,255.000000,4.125540,-32.626602,-2.694716,2.593079,-0.320888,1.905180,0.000000,0.000000,2428663.000000,192.000000,255.000000,-27.922522,-33.776085,943.864624,119.581703,26.264584,1.533452,-0.027827,0.126694
2.000000,2428664.000000,255.000000,255.000000,-1.262359,5.917166,1.005891,-0.648602,0.281786,0.605057,0.000000,0.000000,2428664.000000,248.000000,255.000000,0.665422,9.109973,0.501767,0.104130,0.110559,-1.230715,0.000000,0.000000,2428664.000000,128.000000,255.000000,3.815430,-32.290833,-2.515834,2.455478,-0.333235,2.017348,0.000000,0.000000,2428664.000000,192.000000,255.000000,-27.901798,-33.963425,944.026245,119.566048,26.259315,1.609910,-0.027816,0.126655
3.000000,2428665.000000,255.000000,255.000000,-0.742809,6.280632,0.668053,-0.836972,0.323630,0.917988,0.000000,0.000000,2428665.000000,248.000000,255.000000,0.936398,9.005319,0.485143,0.242527,0.138928,-1.190299,0.000000,0.000000,2428665.000000,128.000000,255.000000,3.802083,-32.498646,-2.286557,2.490798,-0.397904,1.965478,0.000000,0.000000,2428665.000000,192.000000,255.000000,-27.885872,-33.534817,943.564941,119.720261,26.324968,1.702144,-0.027899,0.126881
4.000000,2428666.000000,255.000000,255.000000,-0.899838,5.866536,1.283546,-0.825840,0.304854,0.824335,0.000000,0.000000,2428666.000000,248.000000,255.000000,0.410898,9.212386,0.240254,0.344754,0.182838,-1.367182,0.000000,0.000000,2428666.000000,128.000000,255.000000,4.302350,-32.967945,-2.612145,2.452557,-0.333030,1.803916,0.000000,0.000000,2428666.000000,192.000000,255.000000,-28.038263,-33.726746,943.463562,119.728859,26.286873,1.680004,-0.027862,0.126904
5.000000,2428667.000000,255.000000,255.000000,-0.779056,5.804641,0.884371,-0.925014,0.302565,1.020089,0.000000,0.000000,2428667.000000,248.000000,255.000000,0.606429,8.973772,0.007669,0.279114,0.234496,-1.660320,0.000000,0.000000,2428667.000000,128.000000,255.000000,4.483743,-32.759785,-2.835393,2.544781,-0.341254,1.785646,0.000000,0.000000,2428667.000000,192.000000,255.000000,-28.084576,-33.363068,943.612427,119.884277,26.249531,1.735561,-0.027818,0.127048
6.000000,2428668.000000,255.000000,255.000000,-1.254107,6.248173,0.965319,-0.832076,0.478670,0.744583,0.000000,0.000000,2428668.000000,248.000000,255.000000,1.255354,9.147758,-0.301719,0.163084,0.282736,-1.445096,0.000000,0.000000,2428668.000000,128.000000,255.000000,4.464943,-32.297363,-2.822237,2.320778,-0.260535,1.734346,0.000000,0.000000,2428668.000000,192.000000,255.000000,-28.043087,-33.481236,943.370361,119.798767,26.318949,1.609594,-0.027899,0.126990
7.000000,2428669.000000,255.000000,255.000000,-1.250357,6.344714,0.790988,-0.762318,0.468129,0.721843,0.000000,0.000000,2428669.000000,248.000000,255.000000,0.928331,8.950432,-0.052275,0.332214,0.220288,-1.175718,0.000000,0.000000,2428669.000000,128.000000,255.000000,4.475627,-32.308819,-2.445754,2.354656,-0.317149,1.739265,0.000000,0.000000,2428669.000000,192.000000,255.000000,-27.960041,-33.356487,943.397400,119.690041,26.353416,1.612486,-0.027935,0.126871
8.000000,2428670.000000,255.000000,255.000000,-1.247709,6.345524,0.561300,-0.664981,0.403879,0.721832,0.000000,0.000000,2428670.000000,248.000000,255.000000,0.076071,8.716068,0.200307,0.373248,0.084598,-1.291615,0.000000,0.000000,2428670.000000,128.000000,255.000000,4.293059,-32.317623,-2.514598,2.530641,-0.308481,1.661393,0.000000,0.000000,2428670.000000,192.000000,255.000000,-27.693316,-33.148796,943.829102,119.502991,26.346657,1.555189,-0.027915,0.126615
9.000000,2428671.000000,255.000000,255.000000,-1.247536,6.350974,0.561570,-0.665347,0.403930,0.723248,0.000000,0.000000,2428671.000000,248.000000,255.000000,0.605007,8.770483,0.168188,0.376874,0.040250,-1.063069,0.000000,0.000000,2428671.000000,128.000000,255.000000,4.299947,-32.864010,-2.523417,2.480358,-0.355374,1.624092,0.000000,0.000000,2428671.000000,192.000000,255.000000,-27.909491,-33.138233,943.437744,119.668510,26.309845,1.651995,-0.027887,0.126843
10.000000,2428672.000000,255.000000,255.000000,-1.248681,6.353314,0.668585,-0.710824,0.433853,0.723959,0.000000,0.000000,2428672.000000,248.000000,255.000000,0.661873,9.384176,0.617738,0.165626,0.147818,-1.395158,0.000000,0.000000,2428672.000000,128.000000,255.000000,3.964226,-32.622814,-2.448151,2.369240,-0.386772,1.861338,0.000000,0.000000,2428672.000000,192.000000,255.000000,-27.895500,-33.127792,943.578796,119.607376,26.270803,1.650037,-0.027842,0.126759
11.000000,2428673.000000,255.000000,255.000000,-1.254762,6.211897,0.794118,-0.757470,0.471828,0.687381,0.000000,0.000000,2428673.000000,248.000000,255.000000,0.318385,9.148939,0.507865,0.221993,0.110906,-1.497297,0.000000,0.000000,2428673.000000,128.000000,255.000000,4.463407,-32.388294,-2.676398,2.452297,-0.300999,2.192141,0.000000,0.000000,2428673.000000,192.000000,255.000000,-27.903215,-33.451038,943.583008,119.615753,26.269011,1.564475,-0.027840,0.126768
12.000000,2428674.000000,255.000000,255.000000,-1.254004,6.249645,0.821603,-0.771034,0.482853,0.697227,0.000000,0.000000,2428674.000000,248.000000,255.000000,0.036042,9.066051,0.316882,0.277155,0.206943,-1.365279,0.000000,0.000000,2428674.000000,128.000000,255.000000,4.650005,-32.415501,-2.589069,2.493013,-0.268914,1.837188,0.000000,0.000000,2428674.000000,192.000000,255.000000,-27.897919,-33.277756,943.443909,119.731201,26.308516,1.606369,-0.027886,0.126909
13.000000,2428675.000000,255.000000,255.000000,-1.265282,6.345095,0.782513,-0.753866,0.412653,0.720331,0.000000,0.000000,2428675.000000,248.000000,255.000000,0.220068,9.034863,0.093899,0.287852,0.223713,-1.525834,0.000000,0.000000,2428675.000000,128.000000,255.000000,4.446078,-32.636013,-2.444098,2.568450,-0.236502,1.641975,0.000000,0.000000,2428675.000000,192.000000,255.000000,-28.207594,-33.441250,943.524353,119.862144,26.265255,1.815251,-0.027837,0.127037
14.000000,2428676.000000,255.000000,255.000000,-1.262070,6.344490,0.816216,-0.645771,0.293476,0.722740,0.000000,0.000000,2428676.000000,248.000000,255.000000,0.562259,9.196384,0.210631,0.355683,0.211903,-1.425824,0.000000,0.000000,2428676.000000,128.000000,255.000000,4.461328,-32.965881,-2.685168,2.483697,-0.300002,1.668555,0.000000,0.000000,2428676.000000,192.000000,255.000000,-27.611317,-33.280510,943.277222,119.745560,26.370430,1.483319,-0.027956,0.126946
15.000000,2428677.000000,255.000000,255.000000,-0.552905,6.351202,1.157618,-0.920508,0.423161,0.870430,0.000000,0.000000,2428677.000000,248.000000,255.000000,0.648515,9.201630,0.190813,0.326216,0.359906,-1.204352,0.000000,0.000000,2428677.000000,128.000000,255.000000,4.466380,-32.540764,-2.442957,2.563970,-0.364207,1.734349,0.000000,0.000000,2428677.000000,192.000000,255.000000,-27.880564,-33.659000,943.479492,119.668259,26.292738,1.669961,-0.027868,0.126837
16.000000,2428678.000000,255.000000,255.000000,-0.482583,6.348721,1.122893,-0.683607,0.477266,0.952232,0.000000,0.000000,2428678.000000,248.000000,255.000000,0.351606,9.195965,0.339348,0.170909,0.164304,-1.539390,0.000000,0.000000,2428678.000000,128.000000,255.000000,4.479171,-32.420326,-2.593391,2.496298,-0.323867,1.760698,0.000000,0.000000,2428678.000000,192.000000,255.000000,-27.893549,-33.296818,943.441162,119.671379,26.306154,1.687086,-0.027883,0.126846
17.000000,2428679.000000,255.000000,255.000000,-0.720177,6.350876,0.638622,-0.638123,0.456886,0.790645,0.000000,0.000000,2428679.000000,248.000000,255.000000,0.662126,8.976212,0.710372,0.291295,0.079032,-1.155053,0.000000,0.000000,2428679.000000,128.000000,255.000000,4.286663,-32.294052,-2.449870,2.355028,-0.244721,1.807288,0.000000,0.000000,2428679.000000,192.000000,255.000000,-27.915375,-32.915131,943.513306,119.625595,26.292183,1.539065,-0.027866,0.126787
18.000000,2428680.000000,255.000000,255.000000,-0.967818,6.355119,0.460470,-0.715601,0.392514,0.727905,0.000000,0.000000,2428680.000000,248.000000,255.000000,0.583137,8.725739,0.793668,0.228501,0.102645,-1.068803,0.000000,0.000000,2428680.000000,128.000000,255.000000,3.962484,-32.624203,-1.993398,2.497429,-0.347077,1.863604,0.000000,0.000000,2428680.000000,192.000000,255.000000,-27.769701,-33.136417,943.641907,119.777863,26.297167,1.510941,-0.027868,0.126931
19.000000,2428681.000000,255.000000,255.000000,-1.248052,6.213521,0.591038,-0.652744,0.274471,0.685006,0.000000,0.000000,2428681.000000,248.000000,255.000000,0.356879,8.975907,0.483303,0.116658,0.104480,-1.220092,0.000000,0.000000,2428681.000000,128.000000,255.000000,4.471597,-32.755333,-2.062775,2.478693,-0.258643,1.728750,0.000000,0.000000,2428681.000000,192.000000,255.000000,-27.706142,-33.141304,943.939819,119.606094,26.352283,1.567366,-0.027917,0.126709
20.000000,2428682.000000,255.000000,255.000000,-1.264240,6.251681,0.888100,-0.527095,0.318000,0.693399,0.000000,0.000000,2428682.000000,248.000000,255.000000,0.938944,9.172330,0.480466,0.211288,0.143430,-1.320941,0.000000,0.000000,2428682.000000,128.000000,255.000000,4.459218,-32.967983,-2.384364,2.550440,-0.213902,1.674070,0.000000,0.000000,2428682.000000,192.000000,255.000000,-27.914337,-33.132786,943.682556,119.780197,26.467291,1.654144,-0.028047,0.126928
21.000000,2428683.000000,255.000000,255.000000,-1.263502,6.349575,0.892784,-0.535810,0.318789,0.719747,0.000000,0.000000,2428683.000000,248.000000,255.000000,0.411588,8.799806,0.340427,0.190059,0.147212,-1.460699,0.000000,0.000000,2428683.000000,128.000000,255.000000,4.463683,-32.415188,-2.601705,2.297817,-0.325334,1.706907,0.000000,0.000000,2428683.000000,192.000000,255.000000,-27.916677,-33.446247,943.283386,119.746826,26.356030,1.561779,-0.027941,0.126947
22.000000,2428684.000000,255.000000,255.000000,-0.535929,6.210284,1.041076,-0.591380,0.396522,0.904109,0.000000,0.000000,2428684.000000,248.000000,255.000000,0.912190,9.004023,0.262862,0.338709,0.197523,-1.257196,0.000000,0.000000,2428684.000000,128.000000,255.000000,4.457951,-32.637661,-2.512254,2.469513,-0.298684,1.647277,0.000000,0.000000,2428684.000000,192.000000,255.000000,-27.768253,-33.589836,943.436890,119.824730,26.317818,1.593929,-0.027896,0.127009
23.000000,2428685.000000,255.000000,255.000000,-0.447459,6.247865,0.885677,-0.530379,0.360798,0.978786,0.000000,0.000000,2428685.000000,248.000000,255.000000,1.056780,9.370372,0.340409,0.261042,0.204807,-1.261487,0.000000,0.000000,2428685.000000,128.000000,255.000000,4.457098,-32.644173,-2.745175,2.443838,-0.234106,1.645117,0.000000,0.000000,2428685.000000,192.000000,255.000000,-27.402411,-33.593143,943.286865,119.759743,26.378971,1.486167,-0.027965,0.126960
24.000000,2428686.000000,255.000000,255.000000,-0.820605,5.998494,0.889679,-0.735709,0.489376,0.825581,0.000000,0.000000,2428686.000000,248.000000,255.000000,0.858525,9.383984,0.050790,0.173409,0.325793,-1.399233,0.000000,0.000000,2428686.000000,128.000000,255.000000,4.465317,-32.302177,-2.671727,2.452877,-0.300570,1.736895,0.000000,0.000000,2428686.000000,192.000000,255.000000,-27.597237,-33.285572,943.282715,119.742844,26.369692,1.464660,-0.027955,0.126943
25.000000,2428687.000000,255.000000,255.000000,-1.059356,6.044175,0.891790,-0.698177,0.453465,0.731385,0.000000,0.000000,2428687.000000,248.000000,255.000000,0.008917,9.135311,0.152981,0.349768,0.174374,-1.362646,0.000000,0.000000,2428687.000000,128.000000,255.000000,4.467561,-32.637096,-2.529076,2.533438,-0.260402,1.761176,0.000000,0.000000,2428687.000000,192.000000,255.000000,-27.886066,-33.132767,943.278809,119.736801,26.355076,1.642074,-0.027940,0.126937
26.000000,2428688.000000,255.000000,255.000000,-0.793109,6.362645,0.884537,-0.616060,0.341296,0.923565,0.000000,0.000000,2428688.000000,248.000000,255.000000,0.328501,9.332978,0.351138,0.277225,0.142143,-1.149794,0.000000,0.000000,2428688.000000,128.000000,255.000000,4.466636,-32.755299,-2.666044,2.476453,-0.296446,1.611717,0.000000,0.000000,2428688.000000,192.000000,255.000000,-27.898846,-33.140007,943.346924,119.707710,26.335337,1.646168,-0.027917,0.126897
27.000000,2428689.000000,255.000000,255.000000,-0.724830,6.568423,0.623024,-0.930356,0.417263,0.992643,0.000000,0.000000,2428689.000000,248.000000,255.000000,0.670105,9.640997,0.530479,0.190772,0.115808,-1.033277,0.000000,0.000000,2428689.000000,128.000000,255.000000,4.279663,-32.742516,-2.906641,2.572078,-0.372808,1.690040,0.000000,0.000000,2428689.000000,192.000000,255.000000,-27.896944,-33.137638,943.523987,119.631424,26.286034,1.647491,-0.027859,0.126792
28.000000,2428690.000000,255.000000,255.000000,-0.299602,6.345395,0.774317,-0.732065,0.461033,0.876184,0.000000,0.000000,2428690.000000,248.000000,255.000000,0.716671,9.608837,0.329046,0.252707,0.172458,-1.327583,0.000000,0.000000,2428690.000000,128.000000,255.000000,3.652365,-32.532730,-2.830500,2.598145,-0.385315,1.811180,0.000000,0.000000,2428690.000000,192.000000,255.000000,-27.921003,-33.146477,943.287415,119.737244,26.353050,1.649161,-0.027937,0.126936
29.000000,2428691.000000,255.000000,255.000000,-0.606022,6.350874,1.115657,-0.633478,0.421771,1.015984,0.000000,0.000000,2428691.000000,248.000000,255.000000,0.850774,9.625118,0.072118,0.251604,0.251030,-1.263695,0.000000,0.000000,2428691.000000,128.000000,255.000000,4.481102,-32.740753,-2.604021,2.505195,-0.281381,1.846271,0.000000,0.000000,2428691.000000,192.000000,255.000000,-27.310127,-33.047443,943.225586,119.703362,26.367527,1.491247,-0.027955,0.126909
30.000000,2428692.000000,255.000000,255.000000,-0.579041,6.368309,0.883141,-0.663162,0.443284,1.020278,0.000000,0.000000,2428692.000000,248.000000,255.000000,0.408176,9.397324,0.041839,0.162826,0.233138,-1.157935,0.000000,0.000000,2428692.000000,128.000000,255.000000,4.469802,-32.531395,-2.449961,2.562095,-0.241698,1.795574,0.000000,0.000000,2428692.000000,192.000000,255.000000,-27.491024,-32.993462,942.967468,119.588913,26.286333,1.612538,-0.027876,0.126822
31.000000,2428693.000000,255.000000,255.000000,-0.282055,6.559687,0.987251,-0.711162,0.339383,0.764808,0.000000,0.000000,2428693.000000,248.000000,255.000000,1.272431,9.166107,-0.141385,0.219183,0.327764,-1.280899,0.000000,0.000000,2428693.000000,128.000000,255.000000,4.464626,-32.528240,-2.671819,2.465796,-0.255863,1.729649,0.000000,0.000000,2428693.000000,192.000000,255.000000,-27.618885,-33.246223,942.953674,119.598320,26.276278,1.488007,-0.027866,0.126834
32.000000,2428694.000000,255.000000,255.000000,-0.829693,6.202633,0.941226,-0.853663,0.323826,0.502703,0.000000,0.000000,2428694.000000,248.000000,255.000000,1.210341,8.925545,0.047016,0.168850,0.269118,-1.268776,0.000000,0.000000,2428694.000000,128.000000,255.000000,4.465404,-32.533825,-2.761413,2.427495,-0.278173,1.730945,0.000000,0.000000,2428694.000000,192.000000,255.000000,-27.894705,-33.493835,943.173889,119.710983,26.327648,1.546173,-0.027914,0.126924
33.000000,2428695.000000,255.000000,255.000000,-1.061400,6.247363,0.826275,-0.753065,0.341647,0.616909,0.000000,0.000000,2428695.000000,248.000000,255.000000,0.150896,8.948581,0.482922,0.217495,0.096163,-1.377230,0.000000,0.000000,2428695.000000,128.000000,255.000000,4.468552,-32.422005,-2.586404,2.496340,-0.324514,1.765808,0.000000,0.000000,2428695.000000,192.000000,255.000000,-27.898924,-33.141228,943.352783,119.710526,26.337111,1.645890,-0.027919,0.126899
34.000000,2428696.000000,255.000000,255.000000,-1.102527,6.339940,1.208132,-0.664759,0.229151,0.662766,0.000000,0.000000,2428696.000000,248.000000,255.000000,0.240283,9.238959,0.500287,0.214252,0.092585,-1.231852,0.000000,0.000000,2428696.000000,128.000000,255.000000,4.470652,-32.513977,-2.592654,2.499061,-0.323447,1.785419,0.000000,0.000000,2428696.000000,192.000000,255.000000,-27.896498,-33.137348,943.521851,119.632545,26.286793,1.647359,-0.027860,0.126794
35.000000,2428697.000000,255.000000,255.000000,-1.244342,6.346297,1.050158,-0.597679,0.324799,0.721708,0.000000,0.000000,2428697.000000,248.000000,255.000000,0.574911,9.321309,0.661955,0.272623,0.165695,-1.360242,0.000000,0.000000,2428697.000000,128.000000,255.000000,4.462653,-32.633003,-2.531646,2.531109,-0.257538,1.708056,0.000000,0.000000,2428697.000000,192.000000,255.000000,-27.897526,-33.129826,943.438354,119.673866,26.313742,1.649138,-0.027891,0.126849
36.000000,2428698.000000,255.000000,255.000000,-1.249450,6.349309,1.108731,-0.710614,0.434242,0.722472,0.000000,0.000000,2428698.000000,248.000000,255.000000,0.793474,8.836076,0.202422,0.244316,0.299824,-1.109734,0.000000,0.000000,2428698.000000,128.000000,255.000000,4.474508,-32.873024,-2.832878,2.417561,-0.261304,1.819165,0.000000,0.000000,2428698.000000,192.000000,255.000000,-27.906178,-33.453136,943.067627,119.653610,26.288834,1.561874,-0.027876,0.126877
37.000000,2428699.000000,255.000000,255.000000,-1.234932,6.215480,1.388508,-0.806121,0.358601,0.694948,0.000000,0.000000,2428699.000000,248.000000,255.000000,0.907283,9.520548,0.186785,0.229360,0.237192,-1.175717,0.000000,0.000000,2428699.000000,128.000000,255.000000,4.467063,-32.966492,-2.682969,2.485387,-0.301017,1.731128,0.000000,0.000000,2428699.000000,192.000000,255.000000,-27.901079,-33.277531,942.884216,119.571159,26.280380,1.604198,-0.027872,0.126814
38.000000,2428700.000000,255.000000,255.000000,-0.932560,6.267776,1.278163,-0.828280,0.408226,0.841374,0.000000,0.000000,2428700.000000,248.000000,255.000000,0.979693,9.213588,0.471197,0.304695,0.202247,-1.187058,0.000000,0.000000,2428700.000000,128.000000,255.000000,4.470756,-32.510433,-2.674125,2.464139,-0.301664,1.788433,0.000000,0.000000,2428700.000000,192.000000,255.000000,-27.894108,-33.223881,942.790161,119.528549,26.307936,1.672588,-0.027904,0.126782
39.000000,2428701.000000,255.000000,255.000000,-1.252653,6.213506,1.354475,-0.724093,0.308583,0.685544,0.000000,0.000000,2428701.000000,248.000000,255.000000,0.994359,9.231783,0.078583,0.048015,0.176760,-1.517688,0.000000,0.000000,2428701.000000,128.000000,255.000000,4.474158,-32.641178,-2.680212,2.469256,-0.302253,1.820537,0.000000,0.000000,2428701.000000,192.000000,255.000000,-27.892551,-33.260780,942.626831,119.459152,26.350908,1.683101,-0.027955,0.126730
40.000000,2428702.000000,255.000000,255.000000,-1.240550,5.909766,1.305502,-0.687604,0.254698,0.612231,0.000000,0.000000,2428702.000000,248.000000,255.000000,0.370276,9.177125,0.194237,0.336743,0.191929,-1.277068,0.000000,0.000000,2428702.000000,128.000000,255.000000,4.468193,-32.427021,-2.821678,2.396642,-0.259434,1.764039,0.000000,0.000000,2428702.000000,192.000000,255.000000,-27.904575,-33.447865,942.770935,119.658241,26.268490,1.560781,-0.027863,0.126922
41.000000,2428703.000000,255.000000,255.000000,-0.937684,5.912546,1.289009,-0.685033,0.265647,0.749524,0.000000,0.000000,2428703.000000,248.000000,255.000000,0.326758,9.062655,0.343801,0.291042,0.139114,-1.405085,0.000000,0.000000,2428703.000000,128.000000,255.000000,4.461597,-32.305805,-2.675148,2.451695,-0.299716,1.723539,0.000000,0.000000,2428703.000000,192.000000,255.000000,-27.909197,-33.072552,943.285278,119.743050,26.354633,1.549542,-0.027939,0.126943
42.000000,2428704.000000,255.000000,255.000000,-1.249472,5.887888,1.089352,-0.828142,0.394661,0.787871,0.000000,0.000000,2428704.000000,248.000000,255.000000,0.291991,8.622935,0.504665,0.245111,0.094311,-1.483580,0.000000,0.000000,2428704.000000,128.000000,255.000000,4.144166,-32.298317,-2.210862,2.647026,-0.317003,2.024302,0.000000,0.000000,2428704.000000,192.000000,255.000000,-27.896488,-33.119450,943.433044,119.614365,26.277809,1.646469,-0.027853,0.126786
43.000000,2428705.000000,255.000000,255.000000,-1.238503,6.051061,0.728072,-0.640507,0.398716,0.701018,0.000000,0.000000,2428705.000000,248.000000,255.000000,0.664325,8.943616,0.506121,0.237279,0.114204,-1.130398,0.000000,0.000000,2428705.000000,128.000000,255.000000,4.786583,-32.492836,-2.366209,2.589161,-0.245363,2.078156,0.000000,0.000000,2428705.000000,192.000000,255.000000,-27.894657,-33.135738,943.056885,119.553513,26.199316,1.645557,-0.027781,0.126772
44.000000,2428706.000000,255.000000,255.000000,-0.940702,6.215579,0.900849,-0.522330,0.332405,0.829473,0.000000,0.000000,2428706.000000,248.000000,255.000000,0.584708,8.898566,0.468498,0.108257,0.191596,-1.258204,0.000000,0.000000,2428706.000000,128.000000,255.000000,4.463712,-32.760178,-2.601965,2.506754,-0.276883,1.668708,0.000000,0.000000,2428706.000000,192.000000,255.000000,-27.893543,-33.135017,943.092102,119.535164,26.174040,1.646041,-0.027753,0.126748
45.000000,2428707.000000,255.000000,255.000000,-1.270742,5.910331,0.800731,-0.548426,0.346530,0.620794,0.000000,0.000000,2428707.000000,248.000000,255.000000,0.264919,8.744805,0.159758,0.096424,0.205169,-1.446688,0.000000,0.000000,2428707.000000,128.000000,255.000000,4.463421,-32.543747,-2.444674,2.436571,-0.237255,1.731754,0.000000,0.000000,2428707.000000,192.000000,255.000000,-27.895376,-33.130554,943.332642,119.565262,26.159161,1.647352,-0.027731,0.126748
46.000000,2428708.000000,255.000000,255.000000,-0.742197,6.254404,0.865923,-0.535130,0.438716,0.753389,0.000000,0.000000,2428708.000000,248.000000,255.000000,0.906464,9.145082,0.220255,0.200993,0.209234,-1.322345,0.000000,0.000000,2428708.000000,128.000000,255.000000,4.464784,-32.291260,-2.671184,2.452432,-0.301183,1.731360,0.000000,0.000000,2428708.000000,192.000000,255.000000,-27.922091,-33.235676,943.287354,119.656616,26.294485,1.622256,-0.027875,0.126851
47.000000,2428709.000000,255.000000,255.000000,-0.627829,5.995384,0.649286,-0.611910,0.411545,0.353058,0.000000,0.000000,2428709.000000,248.000000,255.000000,0.969707,9.404064,0.510696,0.333220,0.212199,-1.248320,0.000000,0.000000,2428709.000000,128.000000,255.000000,4.469713,-32.424362,-2.820108,2.523719,-0.342134,1.762566,0.000000,0.000000,2428709.000000,192.000000,255.000000,-27.324081,-33.263622,943.285034,119.746170,26.387571,1.486822,-0.027974,0.126946
48.000000,2428710.000000,255.000000,255.000000,-0.828287,6.108935,0.828193,-0.632593,0.265587,0.547236,0.000000,0.000000,2428710.000000,248.000000,255.000000,1.075490,9.639075,0.231242,0.352721,0.236944,-1.217473,0.000000,0.000000,2428710.000000,128.000000,255.000000,4.473221,-32.961315,-2.687463,2.486227,-0.303546,1.794774,0.000000,0.000000,2428710.000000,192.000000,255.000000,-27.041538,-33.765377,943.265991,119.760529,26.398130,1.456141,-0.027986,0.126964
49.000000,2428711.000000,255.000000,255.000000,-1.076269,6.249955,0.849276,-0.731187,0.335071,0.668131,0.000000,0.000000,2428711.000000,248.000000,255.000000,0.641239,9.362533,0.189845,0.207189,0.207732,-1.425191,0.000000,0.000000,2428711.000000,128.000000,255.000000,4.474617,-32.541908,-2.826427,2.531611,-0.339991,1.728079,0.000000,0.000000,2428711.000000,192.000000,255.000000,-27.719074,-33.433537,943.495972,119.846725,26.301441,1.554210,-0.027877,0.127024
50.000000,2428712.000000,255.000000,255.000000,-0.911766,6.212206,0.771330,-0.664657,0.368719,0.716223,0.000000,0.000000,2428712.000000,248.000000,255.000000,0.222437,8.801941,0.309381,0.150208,0.150338,-1.339113,0.000000,0.000000,2428712.000000,128.000000,255.000000,3.963240,-32.620815,-2.594584,2.433928,-0.346071,1.857828,0.000000,0.000000,2428712.000000,192.000000,255.000000,-27.909182,-33.223495,943.675964,119.854248,26.243553,1.677808,-0.027810,0.127008
51.000000,2428713.000000,255.000000,255.000000,-0.610245,6.248274,0.859765,-0.731121,0.358698,0.549599,0.000000,0.000000,2428713.000000,248.000000,255.000000,0.103807,9.325852,0.379719,0.160264,0.125022,-1.348855,0.000000,0.000000,2428713.000000,128.000000,255.000000,4.282998,-32.305157,-2.064625,2.517528,-0.396942,1.811004,0.000000,0.000000,2428713.000000,192.000000,255.000000,-27.892481,-33.274963,943.675049,119.712524,26.152107,1.687462,-0.027713,0.126858
52.000000,2428714.000000,255.000000,255.000000,-1.125284,6.341689,0.544972,-0.666453,0.418317,0.660943,0.000000,0.000000,2428714.000000,248.000000,255.000000,0.600439,9.438294,0.517922,0.210743,0.133647,-1.121188,0.000000,0.000000,2428714.000000,128.000000,255.000000,4.969681,-32.507919,-2.586078,2.494436,-0.378143,1.996080,0.000000,0.000000,2428714.000000,192.000000,255.000000,-27.923235,-33.148457,943.880798,119.753723,26.219969,1.367658,-0.027779,0.126874
53.000000,2428715.000000,255.000000,255.000000,-1.254726,5.997769,0.762376,-0.653829,0.353340,0.632393,0.000000,0.000000,2428715.000000,248.000000,255.000000,0.650009,9.069211,0.510562,0.226338,0.196411,-1.247441,0.000000,0.000000,2428715.000000,128.000000,255.000000,5.129137,-32.505978,-2.746240,2.492469,-0.285681,1.964146,0.000000,0.000000,2428715.000000,192.000000,255.000000,-27.894175,-33.131569,943.949402,119.728012,26.221151,1.634873,-0.027778,0.126837
54.000000,2428716.000000,255.000000,255.000000,-0.732854,6.058261,1.211757,-0.662149,0.258803,0.874379,0.000000,0.000000,2428716.000000,248.000000,255.000000,0.279803,9.148150,0.519124,0.228467,0.093060,-1.565532,0.000000,0.000000,2428716.000000,128.000000,255.000000,4.648488,-32.522449,-2.897021,2.562960,-0.357251,1.856793,0.000000,0.000000,2428716.000000,192.000000,255.000000,-28.222887,-33.462551,943.588501,119.891960,26.241621,1.586542,-0.027810,0.127060
55.000000,2428717.000000,255.000000,255.000000,-1.119986,6.212693,0.807918,-0.618362,0.349808,0.744082,0.000000,0.000000,2428717.000000,248.000000,255.000000,0.358516,8.927551,0.341226,0.164781,0.146364,-1.522260,0.000000,0.000000,2428717.000000,128.000000,255.000000,4.281613,-32.309105,-2.746072,2.418435,-0.285958,1.804018,0.000000,0.000000,2428717.000000,192.000000,255.000000,-27.916893,-33.496998,943.590637,119.891113,26.262060,1.623575,-0.027832,0.127058
